CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;PHPH;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);((none));(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL08036_958;391;47.5845;-59.3405;293763;1.69;20-jun-08;20:31:00;31.32;8.56;319.89958;8.308;7.0955;0.945;1.463;0.015;1;0.085;1;0.285;1;0;2;2304;0.30;NaN
18TL08036_958;391;47.5845;-59.3405;293762;7.24;20-jun-08;20:31:00;31.31;8.34;320.39084;8.303;NaN;0.78;1.584;0.02;1;0.115;1;0.33;1;0.46;1;0;0.35;0.25
18TL08036_958;391;47.5845;-59.3405;293761;17.06;20-jun-08;20:31:00;31.38;6.88;327.89372;8.297;NaN;0.42;1.166;0.02;1;0.235;1;0.33;1;0.21;1;0;0.71;1.12
18TL08036_958;391;47.5845;-59.3405;293760;26.97;20-jun-08;20:31:00;31.88;3.08;344.41792;8.278;NaN;0.305;0.998;0.07;1;1.455;1;0.495;1;1.935;1;0;2.94;0.75
18TL08036_958;391;47.5845;-59.3405;293759;52.05;20-jun-08;20:31:00;31.96;2.5;347.85674;8.263;NaN;0.21;0.865;0.1;1;2.375;1;0.57;1;1.7;1;0;4.17;1.40
18TL08036_958;391;47.5845;-59.3405;293758;102.11;20-jun-08;20:31:00;32.6;1.1;330.484;8.195;NaN;0.045;0.292;0.14;1;7.415;1;0.9;1;7.23;1;0;8.24;1.03
18TL08036_958;391;47.5845;-59.3405;293757;201.3;20-jun-08;20:31:00;34.13;4.72;200.25544;8.099;NaN;NaN;0.229;0.06333;1;16.805;1;1.29333;1;17.815;1;0;12.99;0.94
18TL08036_958;391;47.5845;-59.3405;293756;245.98;20-jun-08;20:31:00;34.6;5.55;175.0672;8.083;3.9465;NaN;0.229;0.07;1;20.265;1;1.515;1;20.57;1;256;13.38;0.99
18TL08036_959;401;47.43483;-59.5535;293773;2.88;20-jun-08;22:35:00;31.41;8;318.69376;8.304;7.077;0.355;0.892;0.01;1;0.035;1;0.325;1;0.73;1;256;0.11;0.05
18TL08036_959;401;47.43483;-59.5535;293772;7.73;20-jun-08;22:35:00;31.41;7.87;320.4355;8.294;NaN;0.345;0.868;0.01;1;0.06;1;0.325;1;0.59;1;0;0.18;0.10
18TL08036_959;401;47.43483;-59.5535;293771;17.55;20-jun-08;22:35:00;31.74;2.72;359.513;8.303;NaN;0.765;2.042;0.05;1;0.435;1;0.335;1;1.835;1;0;1.30;0.24
18TL08036_959;401;47.43483;-59.5535;293770;27.17;20-jun-08;22:35:00;31.95;1.29;375.90322;8.284;NaN;0.82;2.037;0.115;1;1.68;1;0.56;1;2.02;1;0;3.00;0.83
18TL08036_959;401;47.43483;-59.5535;293769;51.86;20-jun-08;22:35:00;32.17;0.58;358.48582;8.225;NaN;0.23;0.85;0.18;1;3.565;1;0.725;1;2.965;1;0;4.92;1.20
18TL08036_959;401;47.43483;-59.5535;293768;102.12;20-jun-08;22:35:00;32.74;1.06;325.39276;8.179;NaN;0.035;0.222;0.09;1;8.42;1;0.95;1;7.225;1;0;8.86;1.17
18TL08036_959;401;47.43483;-59.5535;293767;200.91;20-jun-08;22:35:00;34.15;4.74;178.46136;8.029;NaN;NaN;0.227;0.035;1;19.02;1;1.565;1;19.63;1;0;12.15;0.97
18TL08036_959;401;47.43483;-59.5535;293766;301.44;20-jun-08;22:35:00;34.63;5.51;148.67314;7.99;NaN;NaN;0.227;0.025;1;22.265;1;1.735;1;26.375;1;0;12.83;0.84
18TL08036_959;401;47.43483;-59.5535;293765;398.95;20-jun-08;22:35:00;34.79;5;174.174;8.058;NaN;NaN;0.215;0.02;1;20.355;1;1.61;1;30.77;1;0;12.64;0.66
18TL08036_959;401;47.43483;-59.5535;293764;457.83;20-jun-08;22:35:00;34.79;5;173.99536;8.046;3.9055;NaN;0.21;0.03;1;20.765;1;1.655;1;30.86;1;256;12.55;0.67
18TL08036_960;411;47.27367;-59.78267;293783;2.08;21-jun-08;01:24:00;29.71;9.28;310.78894;8.355;6.9145;0.625;1.811;0.01333;1;0;1;0.18;1;1.285;1;256;0.00;0.00
18TL08036_960;411;47.27367;-59.78267;293782;7.54;21-jun-08;01:24:00;31.2;6.13;320.61414;8.296;NaN;1.15;3.185;0.015;1;0.105;1;0.33;1;1.725;1;0;0.32;0.06
