CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;PHPH;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);((none));(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL10037_1079;391;47.58483;-59.3435;343963;0.69;09-jun-10;12:53:00;31.54;5.96;327.08984;8.169;NaN;0.685;0.696;0.025;1;0.095;1;0.325;1;0.75;1;0;0.29;0.13
18TL10037_1079;391;47.58483;-59.3435;343962;5.95;09-jun-10;12:53:00;31.57;5.87;328.51896;8.165;7.3935;0.76;1.257;0.045;1;0.095;1;0.335;1;0.755;1;256;0.28;0.13
18TL10037_1079;391;47.58483;-59.3435;343961;15.37;09-jun-10;12:53:00;31.71;5.34;330.79662;8.157;NaN;0.94;3.064;0.045;1;0.375;1;0.37;1;0.675;1;0;1.01;0.56
18TL10037_1079;391;47.58483;-59.3435;343960;25.68;09-jun-10;12:53:00;31.86;4.77;332.85098;8.145;NaN;0.685;2.563;0.035;1;0.53;1;0.395;1;0.97;1;0;1.34;0.55
18TL10037_1079;391;47.58483;-59.3435;343959;50.37;09-jun-10;12:53:00;32.04;3.02;341.91696;8.118;NaN;0.625;2.168;0.09;1;1.42;1;0.5;1;1.49;1;0;2.84;0.95
18TL10037_1079;391;47.58483;-59.3435;343958;99.14;09-jun-10;12:53:00;32.34;1.15;337.31698;8.057;NaN;0.115;0.413;0.105;1;4.275;1;0.73;1;3.21;1;0;5.86;1.33
18TL10037_1079;391;47.58483;-59.3435;343957;200.91;09-jun-10;12:53:00;34.4;5.9;176.27302;7.93;NaN;NaN;0.155;0.02;1;13.45;1;1.23;1;11.565;1;0;10.93;1.16
18TL10037_1079;391;47.58483;-59.3435;343956;249.35;09-jun-10;12:53:00;34.68;6.08;161.80318;7.913;3.6105;NaN;0.149;0.02;1;12.22;1;1.155;1;19.775;1;256;10.58;0.62
18TL10037_1080;401;47.433;-59.5585;343973;1.49;09-jun-10;15:00:00;31.38;6.4;324.63354;8.183;NaN;0.35;0.823;0.03;1;0.045;1;0.225;1;0.455;1;0;0.20;0.10
18TL10037_1080;401;47.433;-59.5585;343972;5.45;09-jun-10;15:00:00;31.38;6.36;325.30344;8.178;7.278;0.55;1.007;0.045;1;0.055;1;0.375;1;0.535;1;256;0.15;0.10
18TL10037_1080;401;47.433;-59.5585;343971;14.97;09-jun-10;15:00:00;31.48;5.87;328.78692;8.174;NaN;0.43;2.106;0.035;1;0.05;1;0.405;1;0.785;1;0;0.12;0.06
18TL10037_1080;401;47.433;-59.5585;343970;25.78;09-jun-10;15:00:00;31.81;2.8;347.2315;8.127;NaN;0.905;3.962;0.135;1;1.36;1;0.61;1;1.315;1;0;2.23;1.03
18TL10037_1080;401;47.433;-59.5585;343969;50.77;09-jun-10;15:00:00;32.2;1.16;340.04124;8.072;NaN;0.195;0.954;0.29;1;5.4;1;0.78;1;3.825;1;0;6.92;1.41
18TL10037_1080;401;47.433;-59.5585;343968;100.73;09-jun-10;15:00:00;32.8;1.26;292.03174;7.983;NaN;0.065;0.199;0.085;1;11.16;1;1.125;1;8.71;1;0;9.92;1.28
18TL10037_1080;401;47.433;-59.5585;343967;201.21;09-jun-10;15:00:00;34.51;6.53;173.7274;7.959;NaN;NaN;0.154;0.08;1;19.695;1;1.415;1;16.31667;1;0;13.92;1.21
18TL10037_1080;401;47.433;-59.5585;343966;301.94;09-jun-10;15:00:00;34.73;5.64;158.9896;7.9;NaN;NaN;0.159;0.03;1;22.985;1;1.645;1;24.86667;1;0;13.97;0.92
18TL10037_1080;401;47.433;-59.5585;343965;401.13;09-jun-10;15:00:00;34.83;5.18;162.5624;7.887;NaN;NaN;0.181;0.05;1;22.635;1;1.72;1;32.79667;1;0;13.16;0.69
18TL10037_1080;401;47.433;-59.5585;343964;462.39;09-jun-10;15:00:00;34.87;5.29;173.99536;7.918;3.9405;NaN;0.175;0.055;1;21.82;1;1.645;1;25.99;1;256;13.26;0.84
18TL10037_1081;411;47.27183;-59.77733;343983;1.88;09-jun-10;17:35:00;31.56;6.04;329.09954;8.181;NaN;0.35;0.651;0.02;1;0.04;1;0.345;1;0.775;1;0;0.12;0.05
18TL10037_1081;411;47.27183;-59.77733;343982;5.26;09-jun-10;17:35:00;31.57;6.05;328.87624;8.178;7.351;0.415;0.818;0.025;1;0.11;1;0.33;1;0.9;1;256;0.33;0.12
