CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;PHPH;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);((none));(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL12001_1202;401;47.5845;-59.34367;347045;1.78;10-jun-12;07:07:00;30.99;8.28;310.20836;8.275;NaN;0.275;1.362;0;1;0.035;1;0.28;1;0.615;1;0;0.13;0.06
18TL12001_1202;401;47.5845;-59.34367;347044;5.75;10-jun-12;07:07:00;30.99;8.29;310.43166;8.276;313.2899;0.295;1.38;0;1;0.035;1;0.285;1;0.66;1;6;0.12;0.05
18TL12001_1202;401;47.5845;-59.34367;347043;15.87;10-jun-12;07:07:00;31.29;8.21;311.01224;8.281;NaN;0.395;1.751;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL12001_1202;401;47.5845;-59.34367;347042;25.68;10-jun-12;07:07:00;31.48;8.07;312.57534;8.281;NaN;0.45;2.35;0;1;0.1;1;0.245;1;0.545;1;0;0.41;0.18
18TL12001_1202;401;47.5845;-59.34367;347041;50.47;10-jun-12;07:07:00;32.06;3.07;339.14804;8.223;NaN;0.255;1.18;0.04;1;1.82;1;0.47;1;1.495;1;0;3.87;1.22
18TL12001_1202;401;47.5845;-59.34367;347040;98.55;10-jun-12;07:07:00;32.47;1.96;315.9695;8.128;NaN;0.085;0.446;0.085;1;11.37;2;1.04;1;9.41;1;2048;10.93;1.21
18TL12001_1202;401;47.5845;-59.34367;347039;198.83;10-jun-12;07:07:00;34.2;5.97;196.81662;8.059;NaN;NaN;0.231;0.045;1;17.555;1;1.285;1;14.75;1;0;13.66;1.19
18TL12001_1202;401;47.5845;-59.34367;347038;246.67;10-jun-12;07:07:00;34.63;6.99;174.35264;8.054;175.64778;NaN;0.207;0.035;1;20.065;1;1.39;1;16.58;1;6;14.44;1.21
18TL12001_1203;411;47.43283;-59.56083;347055;1.88;10-jun-12;09:20:00;31.23;8.1;310.11904;8.285;NaN;0.2;1.105;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL12001_1203;411;47.43283;-59.56083;347054;5.65;10-jun-12;09:20:00;31.23;8.09;310.1637;8.286;312.91029;0.215;1.131;0;1;0.03;1;0.295;1;0.54;1;6;0.10;0.06
18TL12001_1203;411;47.43283;-59.56083;347053;15.07;10-jun-12;09:20:00;31.23;8.09;310.56564;8.285;NaN;0.185;1.137;0;1;0.03;1;0.305;1;0.515;1;0;0.10;0.06
18TL12001_1203;411;47.43283;-59.56083;347052;25.19;10-jun-12;09:20:00;31.91;2.86;363.5324;8.29;NaN;0.635;2.702;0;1;0.06;1;0.355;1;0.915;1;0;0.17;0.07
18TL12001_1203;411;47.43283;-59.56083;347051;50.67;10-jun-12;09:20:00;32.28;1.64;324.58888;8.144;NaN;0.075;0.462;0.095;1;4.62;1;0.745;1;2.4;1;0;6.20;1.93
18TL12001_1203;411;47.43283;-59.56083;347050;99.44;10-jun-12;09:20:00;32.81;1.94;297.92686;8.107;NaN;0.025;0.307;0.12;1;9.21;1;0.915;1;7.68;1;0;10.07;1.20
18TL12001_1203;411;47.43283;-59.56083;347049;197.34;10-jun-12;09:20:00;34.52;7.06;181.7662;8.088;184.24483;NaN;0.264;0.005;1;18.53;1;1.3;1;14.425;1;6;14.25;1.28
18TL12001_1203;411;47.43283;-59.56083;347048;298.57;10-jun-12;09:20:00;34.86;6.57;168.63616;8.062;NaN;NaN;0.252;0.005;1;22.335;1;1.495;1;18.835;1;0;14.94;1.19
18TL12001_1203;411;47.43283;-59.56083;347047;404.1;10-jun-12;09:20:00;34.89;5.29;191.05548;8.054;NaN;NaN;0.256;0;1;21.355;1;1.515;1;24.405;1;0;14.10;0.88
18TL12001_1203;411;47.43283;-59.56083;347046;459.91;10-jun-12;09:20:00;34.9;5.2;195.03022;8.051;197.48652;NaN;0.262;0;1;20.815;1;1.485;1;25.66;1;6;14.02;0.81
18TL12001_1204;421;47.273;-59.781;347065;2.68;10-jun-12;12:00:00;31.23;7.65;315.65688;8.282;NaN;0.31;1.187;0.005;1;0.04;1;0.28;1;0.605;1;0;0.14;0.07
18TL12001_1204;421;47.273;-59.781;347064;5.85;10-jun-12;12:00:00;31.23;7.65;315.79086;8.285;319.14036;0.35;1.292;0;1;0.04;1;0.28;1;0.565;1;6;0.14;0.07
