CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;PHPH;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);((none));(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL07031_897;401;47.43333;-59.559;291794;0.99;21-jun-07;04:40:00;31.99;7.32;310.78894;8.132;327.1345;0.18;0.753;0.01;1;0.03;1;0.31;1;0.135;1;6;0.10;0.22
18TL07031_897;401;47.43333;-59.559;291793;5.55;21-jun-07;04:40:00;31.99;7.31;305.34042;8.128;NaN;0.2;0.766;0.01;1;0.065;1;0.305;1;0.335;1;0;0.21;0.19
18TL07031_897;401;47.43333;-59.559;291792;15.67;21-jun-07;04:40:00;31.87;5.22;323.785;8.133;NaN;0.775;2.357;0.05;1;1.47;1;0.51;1;2.37;1;0;2.88;0.62
18TL07031_897;401;47.43333;-59.559;291791;25.29;21-jun-07;04:40:00;32.13;1.28;328.96556;8.039;NaN;0.745;1.767;0.135;1;4.435;1;0.805;1;5.32;1;0;5.51;0.83
18TL07031_897;401;47.43333;-59.559;291790;50.07;21-jun-07;04:40:00;32.35;0.45;335.26262;8.027;NaN;0.08;0.364;0.135;1;4.675;1;0.795;1;3.945;1;0;5.88;1.19
18TL07031_897;401;47.43333;-59.559;291789;100.23;21-jun-07;04:40:00;32.82;0.86;312.93262;8.024;NaN;0.035;0.261;0.09;1;5.225;1;0.84;1;4.155;1;0;6.22;1.26
18TL07031_897;401;47.43333;-59.559;291788;200.02;21-jun-07;04:40:00;34.19;5;180.91766;7.886;NaN;NaN;0.226;0.04;1;17.82;1;1.36;1;17.79;1;0;13.10;1.00
18TL07031_897;401;47.43333;-59.559;291787;300.15;21-jun-07;04:40:00;34.63;5.33;178.95262;7.9;NaN;NaN;0.207;0.01;1;20.23;1;1.395;1;18.215;1;0;14.50;1.11
18TL07031_897;401;47.43333;-59.559;291786;399.45;21-jun-07;04:40:00;34.8;4.98;176.94292;7.869;NaN;NaN;0.227;0.02;1;20.225;1;1.505;1;27.68;1;0;13.44;0.73
18TL07031_897;401;47.43333;-59.559;291785;455.95;21-jun-07;04:40:00;34.79;4.76;192.7079;7.878;199.8535;NaN;0.233;0.04;1;19.755;1;1.41;1;27.355;1;6;14.01;0.72
18TL07031_898;411;47.5835;-59.34317;291802;0.89;21-jun-07;08:36:00;31.78;7.53;310.96758;8.117;349.9111;0.34;1.131;0.085;1;0.95;1;0.39;1;0.575;1;6;2.44;1.65
18TL07031_898;411;47.5835;-59.34317;291801;5.26;21-jun-07;08:36:00;31.77;7.13;316.8627;8.119;NaN;0.53;1.188;0.05;1;0.17;1;0.305;1;0.33;1;0;0.56;0.52
18TL07031_898;411;47.5835;-59.34317;291800;15.37;21-jun-07;08:36:00;31.91;5.98;327.26848;8.137;NaN;0.295;0.893;0.025;1;0.07;1;0.3;1;0.02;1;0;0.23;3.50
18TL07031_898;411;47.5835;-59.34317;291799;24.89;21-jun-07;08:36:00;32.19;3.27;345.98102;8.135;NaN;0.4;1.42;0.035;1;0.335;1;0.385;1;0.135;1;0;0.87;2.48
18TL07031_898;411;47.5835;-59.34317;291798;50.47;21-jun-07;08:36:00;32.4;0.94;339.05872;8.061;NaN;0.09;0.479;0.12667;1;1.60333;1;0.52333;1;0.265;1;0;3.06;6.05
18TL07031_898;411;47.5835;-59.34317;291797;101.92;21-jun-07;08:36:00;32.58;0.4;325.88402;8.024;NaN;0.055;0.239;0.08333;1;3.08333;2;0.65333;2;2.17;2;2048;4.72;1.42
18TL07031_898;411;47.5835;-59.34317;291796;201.11;21-jun-07;08:36:00;33.77;3.76;225.22038;7.913;NaN;NaN;0.238;0.09667;1;11.76667;1;1.05333;1;9.67;1;0;11.17;1.22
18TL07031_898;411;47.5835;-59.34317;291795;251.33;21-jun-07;08:36:00;34.35;4.86;195.25352;7.89;204.3195;NaN;0.231;0.105;1;17.64;1;1.295;1;16.545;1;6;13.62;1.07
18TL07031_899;421;47.271;-59.78367;291812;1.09;21-jun-07;11:33:00;31.18;8.07;306.5909;8.132;324.6782;0.825;0.985;0.02;1;0.145;1;0.375;1;1.855;1;6;0.39;0.08
18TL07031_899;421;47.271;-59.78367;291811;4.66;21-jun-07;11:33:00;31.27;8.05;309.44914;8.138;NaN;0.8;1.144;0.035;1;0.24;1;0.41;1;2.39;1;0;0.59;0.10
