Filename; Pressure; Uniqueno; Variable; Values; Test failed
18NA96022_225; 1.00; 175675; doxy; 264.48  ; Global Impossible Parameter Value
18NA96022_225; 7.00; 175676; doxy; 264.79  ; Global Impossible Parameter Value
18NA96022_225; 30.00; 175674; doxy; 271.49  ; Global Impossible Parameter Value
18NA96022_225; 65.00; 175673; doxy; 290.25  ; Global Impossible Parameter Value
18NA96022_225; 90.00; 175672; doxy; 324.95  ; Global Impossible Parameter Value
18NA96022_225; 110.00; 175671; doxy; 326.55  ; Global Impossible Parameter Value
18NA96022_225; 1.00; 175675; doxy; 264.48  ; Regional Impossible Parameter Value
18NA96022_225; 7.00; 175676; doxy; 264.79  ; Regional Impossible Parameter Value
18NA96022_225; 30.00; 175674; doxy; 271.49  ; Regional Impossible Parameter Value
18NA96022_225; 65.00; 175673; doxy; 290.25  ; Regional Impossible Parameter Value
18NA96022_225; 90.00; 175672; doxy; 324.95  ; Regional Impossible Parameter Value
18NA96022_225; 110.00; 175671; doxy; 326.55  ; Regional Impossible Parameter Value
18NA96022_264; 4.00; 175678; doxy; 207.54  ; Global Impossible Parameter Value
18NA96022_264; 19.00; 175677; doxy; 241.74  ; Global Impossible Parameter Value
18NA96022_264; 4.00; 175678; doxy; 207.54  ; Regional Impossible Parameter Value
18NA96022_264; 19.00; 175677; doxy; 241.74  ; Regional Impossible Parameter Value
18NA96022_304; 1.00; 175683; doxy; 265.59  ; Global Impossible Parameter Value
18NA96022_304; 7.00; 175682; doxy; 264.61  ; Global Impossible Parameter Value
18NA96022_304; 38.00; 175681; doxy; 273.59  ; Global Impossible Parameter Value
18NA96022_304; 71.00; 175680; doxy; 303.33  ; Global Impossible Parameter Value
18NA96022_304; 120.00; 175679; doxy; 311.64  ; Global Impossible Parameter Value
18NA96022_304; 1.00; 175683; doxy; 265.59  ; Regional Impossible Parameter Value
18NA96022_304; 7.00; 175682; doxy; 264.61  ; Regional Impossible Parameter Value
18NA96022_304; 38.00; 175681; doxy; 273.59  ; Regional Impossible Parameter Value
18NA96022_304; 71.00; 175680; doxy; 303.33  ; Regional Impossible Parameter Value
18NA96022_304; 120.00; 175679; doxy; 311.64  ; Regional Impossible Parameter Value
18NA96022_315; 7.00; 175685; doxy; 261.35  ; Global Impossible Parameter Value
18NA96022_315; 35.00; 175684; doxy; 281.54  ; Global Impossible Parameter Value
18NA96022_315; 7.00; 175685; doxy; 261.35  ; Regional Impossible Parameter Value
18NA96022_315; 35.00; 175684; doxy; 281.54  ; Regional Impossible Parameter Value
18NA96022_326; 1.00; 175689; doxy; 263.99  ; Global Impossible Parameter Value
18NA96022_326; 5.00; 175688; doxy; 264.34  ; Global Impossible Parameter Value
18NA96022_326; 209.00; 175686; doxy; 211.51  ; Global Impossible Parameter Value
18NA96022_326; 1.00; 175689; doxy; 263.99  ; Regional Impossible Parameter Value
18NA96022_326; 5.00; 175688; doxy; 264.34  ; Regional Impossible Parameter Value
18NA96022_326; 209.00; 175686; doxy; 211.51  ; Regional Impossible Parameter Value
18NA96022_339; 5.00; 175695; doxy; 264.92  ; Global Impossible Parameter Value
