CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;PHPH;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);((none));(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL13019_1279;441;47.5825;-59.33467;348910;1.98;10-jun-13;16:26:00;31.49;5.99;335.6199;8.543;NaN;0.76;0.774;0.03;1;0.71333;1;0.37;1;1.27;1;0;1.93;0.56
18TL13019_1279;441;47.5825;-59.33467;348909;4.26;10-jun-13;16:26:00;31.49;5.99;335.75388;8.541;334.86068;0.835;0.807;0.02333;1;0.71;1;0.37;1;1.275;1;6;1.92;0.56
18TL13019_1279;441;47.5825;-59.33467;348908;14.08;10-jun-13;16:26:00;31.52;5.81;337.13834;8.533;NaN;0.675;1.71;0.02333;1;0.63;1;0.37;1;1.085;1;0;1.70;0.58
18TL13019_1279;441;47.5825;-59.33467;348907;24.49;10-jun-13;16:26:00;31.61;5.22;338.61212;8.555;NaN;0.435;1.718;0.02667;1;0.77333;1;0.4;1;1.265;1;0;1.93;0.61
18TL13019_1279;441;47.5825;-59.33467;348906;49.58;10-jun-13;16:26:00;32.17;2.16;348.61596;8.619;349.41984;0.14;0.855;0.08667;1;2.79333;1;0.62;1;2.26;1;6;4.51;1.24
18TL13019_1279;441;47.5825;-59.33467;348905;99.83;10-jun-13;16:26:00;32.6;1.84;321.7753;8.574;NaN;0.07;0.35;0.09667;1;6.70667;1;0.82;1;5.885;1;0;8.18;1.14
18TL13019_1279;441;47.5825;-59.33467;348904;200.31;10-jun-13;16:26:00;33.85;4.38;221.82622;8.39;NaN;NaN;0.271;0.06333;1;15.64;1;1.255;1;14.61;1;0;12.46;1.07
18TL13019_1279;441;47.5825;-59.33467;348903;240.63;10-jun-13;16:26:00;34.46;5.48;178.55068;8.341;177.25554;NaN;0.247;0.04;1;20.18667;1;1.49;1;20.02;1;6;13.55;1.01
18TL13019_1280;451;47.43283;-59.55583;348920;1.49;10-jun-13;18:51:00;31.03;6.01;337.31698;8.584;NaN;0.405;0.498;0.01;1;0.46333;1;0.43;1;0.745;1;0;1.08;0.62
18TL13019_1280;451;47.43283;-59.55583;348919;4.16;10-jun-13;18:51:00;31.03;6.01;337.49562;8.584;337.80824;0.415;0.547;0.01667;1;0.46667;1;0.35;1;0.75;1;6;1.33;0.62
18TL13019_1280;451;47.43283;-59.55583;348918;13.59;10-jun-13;18:51:00;31.04;5.92;337.67426;8.594;NaN;0.405;0.745;0.01;1;0.46333;1;0.435;1;0.75;1;0;1.07;0.62
18TL13019_1280;451;47.43283;-59.55583;348917;25.09;10-jun-13;18:51:00;31.14;4.4;346.47228;8.648;NaN;0.435;1.79;0.01667;1;0.63667;1;0.48;1;0.855;1;0;1.33;0.74
18TL13019_1280;451;47.43283;-59.55583;348916;50.47;10-jun-13;18:51:00;32.16;1.28;346.29364;8.666;351.27323;0.785;2.094;0.11333;1;3.89;1;0.745;1;2.23;1;6;5.22;1.74
18TL13019_1280;451;47.43283;-59.55583;348915;100.53;10-jun-13;18:51:00;32.85;1.76;288.10166;8.557;NaN;0.095;0.366;0.02;1;10.46333;1;1.015;1;10.135;1;0;10.31;1.03
18TL13019_1280;451;47.43283;-59.55583;348914;203.29;10-jun-13;18:51:00;34.31;5.39;159.48086;8.293;NaN;NaN;0.316;0.01;1;20.73667;1;1.585;1;22.44;1;0;13.08;0.92
18TL13019_1280;451;47.43283;-59.55583;348913;304.11;10-jun-13;18:51:00;34.8;5.96;152.42458;8.294;NaN;NaN;0.297;0.00333;1;23.25;1;1.66;1;25.155;1;0;14.01;0.92
18TL13019_1280;451;47.43283;-59.55583;348912;399.35;10-jun-13;18:51:00;34.89;5.44;171.09246;8.335;NaN;NaN;0.298;0;1;22.70667;1;1.66;1;29.69;1;0;13.68;0.76
18TL13019_1280;451;47.43283;-59.55583;348911;453.78;10-jun-13;18:51:00;34.9;5.39;173.01284;8.336;173.81672;NaN;0.304;0;1;22.16667;1;1.685;1;30.59;1;6;13.16;0.72
18TL13019_1281;461;47.26617;-59.786;348930;1.69;10-jun-13;21:31:00;31.25;7.37;328.74226;8.543;NaN;0.3;0.998;0;1;0.02667;1;0.355;1;0.375;1;0;0.08;0.07
18TL13019_1281;461;47.26617;-59.786;348929;4.96;10-jun-13;21:31:00;31.25;7.37;329.32284;8.553;329.32284;0.36;1.248;0;1;0.02667;1;0.33;1;0.37;1;6;0.08;0.07
